movieId,tmdbId,tmdbposter,genres,title
23,9691,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,Action|Crime|Thriller,Assassins (1995)
24,12665,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,Drama|Sci-Fi,Powder (1995)
25,451,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,Drama|Romance,Leaving Las Vegas (1995)
26,16420,/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg,Drama,Othello (1995)
27,9263,/1Jc7lM4mwDHBjnlBds5wcbyaFJi.jpg,Children|Drama,Now and Then (1995)
28,17015,/si8911IezMvAnQFDvyg1nKzDlD.jpg,Drama|Romance,Persuasion (1995)
29,902,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,Adventure|Drama|Fantasy|Mystery|Sci-Fi,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
30,37557,/qcoOCoN7viOhboGwhYXyApdDuiq.jpg,Crime|Drama,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
31,9909,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,Drama,Dangerous Minds (1995)
32,63,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,Mystery|Sci-Fi|Thriller,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
34,9598,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,Children|Drama,Babe (1995)
36,687,/jAuo0Buh8wSOrAnUoiwrJIuOs0q.jpg,Crime|Drama,Dead Man Walking (1995)
38,33689,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,Children|Comedy,It Takes Two (1995)
39,9603,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,Comedy|Romance,Clueless (1995)
40,34615,/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,Drama,"Cry, the Beloved Country (1995)"
41,31174,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,Drama|War,Richard III (1995)
42,11443,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,Action|Crime|Drama,Dead Presidents (1995)
43,35196,/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,Drama,Restoration (1995)
44,9312,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,Action|Adventure|Fantasy,Mortal Kombat (1995)
45,577,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,Comedy|Drama|Thriller,To Die For (1995)
46,11861,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,Drama|Romance,How to Make an American Quilt (1995)
47,807,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,Mystery|Thriller,Seven (a.k.a. Se7en) (1995)
48,10530,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,Animation|Children|Drama|Musical|Romance,Pocahontas (1995)
49,8391,/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,Drama|Romance,When Night Is Falling (1995)
50,629,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,Crime|Mystery|Thriller,"Usual Suspects, The (1995)"
52,11448,/m0MZabFBNtMuFn3oNcq45M1Jws3.jpg,Comedy|Drama|Romance,Mighty Aphrodite (1995)
53,49133,/pnoaKYhIhFxdtpdvtuPqQlwTG5X.jpg,Adventure|Drama,Lamerica (1994)
54,26441,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,Children|Comedy,"Big Green, The (1995)"
55,97406,/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,Drama,Georgia (1995)
57,9089,/a8MslR6deQQVe8JR542XDSwHiPB.jpg,Drama,Home for the Holidays (1995)
58,11010,/zqK1rE4gpDvEn612HeJF4EnoYCG.jpg,Comedy|Drama|Romance,"Postman, The (Postino, Il) (1994)"
60,11359,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,Adventure|Children|Fantasy,"Indian in the Cupboard, The (1995)"
61,17182,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,Drama|Thriller,Eye for an Eye (1996)
62,2054,/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,Drama,Mr. Holland's Opus (1995)
63,10607,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,Comedy|Crime,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
64,19760,/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,Comedy|Romance,Two if by Sea (1996)
65,9536,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,Comedy,Bio-Dome (1996)
66,11525,/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,Action|Sci-Fi|Thriller,Lawnmower Man 2: Beyond Cyberspace (1996)
68,4482,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,Comedy|Romance,French Twist (Gazon maudit) (1995)
69,10634,/z76scMklBnEC91CFqHcvqrS5coO.jpg,Comedy,Friday (1995)
70,755,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,Action|Comedy|Horror|Thriller,From Dusk Till Dawn (1996)
71,11859,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,Action,Fair Game (1995)
72,28387,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,Comedy|Drama,Kicking and Screaming (1995)
73,48750,/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,Drama|War,"Misérables, Les (1995)"
74,20927,/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,Drama|Romance,Bed of Roses (1996)
75,36929,/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,Comedy|Drama,Big Bully (1996)
76,9102,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,Action|Sci-Fi|Thriller,Screamers (1995)
77,124626,/tuIDKBp92R4tGFOB46MofvakfiY.jpg,Documentary,Nico Icon (1995)
78,27526,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,Action|Crime|Drama|Thriller,"Crossing Guard, The (1995)"
79,9623,/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,Drama|Thriller,"Juror, The (1996)"
80,46785,/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg,Children|Drama,"White Balloon, The (Badkonake sefid) (1995)"
81,400,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,Crime|Drama|Romance,Things to Do in Denver When You're Dead (1995)
82,880,/9UJF0JZAqUXWALywncpvpeepXo6.jpg,Comedy|Drama,Antonia's Line (Antonia) (1995)
83,146599,/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg,Drama|Romance,Once Upon a Time... When We Were Colored (1995)
85,8447,/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg,Drama|Romance,Angels and Insects (1995)
86,10534,/3a5nomeyzJF4gG26HouCtce99ki.jpg,Action|Adventure|Drama,White Squall (1996)
87,17414,/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg,Children|Comedy,Dunston Checks In (1996)
88,13997,/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,Comedy,Black Sheep (1996)
89,2086,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,Action|Thriller,Nick of Time (1995)
92,9095,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,Drama|Horror|Thriller,Mary Reilly (1996)
93,12158,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,Comedy|Horror|Romance,Vampire in Brooklyn (1995)
94,9283,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,Comedy|Drama|Romance,Beautiful Girls (1996)
95,9208,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,Action|Adventure|Thriller,Broken Arrow (1996)
96,40154,/6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg,Comedy|Drama,In the Bleak Midwinter (1995)
97,406,/jTzBED0leGPwWDqNewye11qzJgd.jpg,Crime|Drama,"Hate (Haine, La) (1995)"
99,63076,/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg,Documentary,Heidi Fleiss: Hollywood Madam (1995)
100,11062,/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,Drama|Thriller,City Hall (1996)
101,13685,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,Adventure|Comedy|Crime|Romance,Bottle Rocket (1996)
102,47475,/8oZW1loLEczN1BU60YobsJJFdSR.jpg,Comedy,Mr. Wrong (1996)
103,2045,/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg,Mystery|Sci-Fi|Thriller,Unforgettable (1996)
104,9614,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,Comedy,Happy Gilmore (1996)
105,688,/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,Drama|Romance,"Bridges of Madison County, The (1995)"
106,11907,/lnfMQ6K2EgJpn2JZTadnaufiwiR.jpg,Comedy|Drama,Nobody Loves Me (Keiner liebt mich) (1994)
107,10874,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,Adventure|Children|Comedy|Musical,Muppet Treasure Island (1996)
108,89333,/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg,Documentary,Catwalk (1996)
110,197,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,Action|Drama|War,Braveheart (1995)
111,103,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,Crime|Drama|Thriller,Taxi Driver (1976)
112,33542,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,Action|Adventure|Comedy|Crime,Rumble in the Bronx (Hont faan kui) (1995)
113,43566,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,Drama|Mystery,Before and After (1996)
116,51352,/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg,Documentary,Anne Frank Remembered (1995)
117,16934,/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg,Crime|Drama,"Young Poisoner's Handbook, The (1995)"
118,10324,/kFjffUg7zcST9AW4GoWiJFoNsH3.jpg,Comedy|Romance,If Lucy Fell (1996)
119,78406,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,Comedy,"Steal Big, Steal Little (1995)"
121,32119,/lqUDQqisW5CpkxTPJXvWXCsZgdk.jpg,Drama,"Boys of St. Vincent, The (1992)"
122,11066,/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,Comedy|Romance,Boomerang (1992)
123,11104,/fsudYlZ4bpXimQ34DwH8nf4R77p.jpg,Drama|Mystery|Romance,Chungking Express (Chung Hing sam lam) (1994)
125,2074,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,Comedy,Flirting With Disaster (1996)
126,27793,/qWvj3Ls7PQtz5L1eZpfoj5058Yz.jpg,Adventure|Children|Fantasy,"NeverEnding Story III, The (1994)"
128,290157,/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg,Documentary,Jupiter's Wife (1994)
129,110972,/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,Comedy|Romance,Pie in the Sky (1996)
132,11863,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,Thriller,Jade (1995)
135,9101,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,Comedy,Down Periscope (1996)
137,5757,/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg,Documentary,Man of the Year (1995)
140,9302,/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,Drama|Romance,Up Close and Personal (1996)
141,11000,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,Comedy,"Birdcage, The (1996)"
144,16388,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,Comedy,"Brothers McMullen, The (1995)"
145,9737,/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,Action|Comedy|Crime|Drama|Thriller,Bad Boys (1995)
146,30765,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg,Adventure|Children,"Amazing Panda Adventure, The (1995)"
147,10474,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,Drama,"Basketball Diaries, The (1995)"
148,22279,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,Drama,"Awfully Big Adventure, An (1995)"
149,30157,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,Crime|Drama|Thriller,Amateur (1994)
150,568,/7ksHQG9qbEyPBBTAe8NfJVAipmJ.jpg,Adventure|Drama|IMAX,Apollo 13 (1995)
151,11780,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,Action|Drama|Romance|War,Rob Roy (1995)
152,34996,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg,Drama|Horror,"Addiction, The (1995)"
153,414,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,Action|Adventure|Comedy|Crime,Batman Forever (1995)
154,649,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,Drama,Beauty of the Day (Belle de jour) (1967)
155,1873,/aVYw8aQs9599aWzoSswQvgNoCat.jpg,Adventure|Drama|War,Beyond Rangoon (1995)
156,5894,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,Comedy|Drama,Blue in the Face (1995)
157,1775,/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,Comedy|War,Canadian Bacon (1995)
158,8839,/1WeumvndgPE3hopKQqXbCKO26oH.jpg,Adventure|Children,Casper (1995)
159,20649,/c79uqLJleho2a7OQayfrW5Ypphf.jpg,Crime|Drama|Mystery,Clockers (1995)
160,10329,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,Action|Adventure|Mystery|Sci-Fi,Congo (1995)
161,8963,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,Drama|Thriller|War,Crimson Tide (1995)
162,26564,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,Documentary,Crumb (1994)
163,8068,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,Action|Romance|Western,Desperado (1995)
164,8512,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,Crime|Film-Noir|Mystery|Thriller,Devil in a Blue Dress (1995)
165,1572,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,Action|Crime|Thriller,Die Hard: With a Vengeance (1995)
166,13552,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,Comedy|Crime|Drama,"Doom Generation, The (1995)"
168,6520,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,Action|Drama|Romance,First Knight (1995)
169,9073,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,Adventure|Children|Drama,Free Willy 2: The Adventure Home (1995)
170,10428,/hNjxJbejPHSmKVidHQ9ZHaC0Z7r.jpg,Action|Adventure|Crime|Thriller,Hackers (1995)
171,17447,/imrDwqsDpufHtoewyCgJUvAD4L0.jpg,Comedy|Drama,Jeffrey (1995)
172,9886,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,Action|Sci-Fi|Thriller,Johnny Mnemonic (1995)
173,9482,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,Action|Crime|Sci-Fi,Judge Dredd (1995)
174,19326,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,Comedy,Jury Duty (1995)
175,9344,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,Drama,Kids (1995)
176,9071,/uUjch4q7tMFSx6cGEvkW7kKz4o6.jpg,Comedy,Living in Oblivion (1995)
177,8973,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg,Horror,Lord of Illusions (1995)
178,15730,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg,Comedy|Drama,Love & Human Remains (1993)
179,47608,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,Drama|Romance,Mad Love (1995)
180,2293,/4saVIltqkhq9is5NmD7N87Q40M.jpg,Comedy|Romance,Mallrats (1995)
181,9070,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,Action|Children,Mighty Morphin Power Rangers: The Movie (1995)
183,48787,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,Comedy|Horror|Thriller,Mute Witness (1994)
184,34574,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,Drama,Nadja (1994)
185,1642,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,Action|Crime|Thriller,"Net, The (1995)"
186,11472,/l6HWwhtqmowlNqWYln011WTTm35.jpg,Comedy|Romance,Nine Months (1995)
187,36196,/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg,Comedy,Party Girl (1995)
188,11980,/4ZWFhQipzBHJze2llzCzhrSIZsn.jpg,Fantasy|Horror|Mystery,"Prophecy, The (1995)"
189,58372,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg,Comedy|Fantasy,Reckless (1995)
190,32646,/ihX2udk636JMAAaWDIMj6n5ejhb.jpg,Thriller,Safe (1995)
191,10533,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,Drama|Romance,"Scarlet Letter, The (1995)"
193,10802,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,Drama,Showgirls (1995)
194,10149,/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg,Comedy|Drama,Smoke (1995)
195,18402,/p9qioRaQblGXemFRQSwo8TpikVJ.jpg,Comedy|Drama|Romance,Something to Talk About (1995)
196,9348,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,Horror|Sci-Fi,Species (1995)
198,281,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Strange Days (1995)
199,5967,/ju5W8qvWfjXXGaR7wd9wSyuYXhS.jpg,Drama|Musical|Romance,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
201,47939,/ub79b63JJV4oeHwomSy5OS5fVsr.jpg,Drama|Fantasy,Three Wishes (1995)
202,36834,/9ihmgsX9aDXZmwjvgrzJgH8FxNa.jpg,Drama|Romance,Total Eclipse (1995)
203,9090,/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg,Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
204,3512,/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg,Action,Under Siege 2: Dark Territory (1995)
205,52856,/puMRjRJYE5TX1ffwuqoLXW9iLqq.jpg,Comedy|Drama,Unstrung Heroes (1995)
206,77350,/dnIzv4rXr9FXkqW880E3rStYQA7.jpg,Documentary,Unzipped (1995)
207,9560,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,Drama|Romance,"Walk in the Clouds, A (1995)"
208,9804,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,Action|Adventure|Sci-Fi,Waterworld (1995)
209,31611,/9WEY5rHMfRBVBkyf5GWFOFdffDa.jpg,Drama,White Man's Burden (1995)
210,65796,/oqscFdWjFw4fqN6FlOtTA618GBa.jpg,Western,Wild Bill (1995)
211,49805,/xjWc2uWrcGLwC87JN2CbxseGKQ.jpg,Drama,"Browning Version, The (1994)"
212,26258,/A4UQ0y2kj4ZXrBP0MXYazd69xp2.jpg,Adventure|Comedy|Crime|Mystery,Bushwhacked (1995)
213,50797,/e7bE9BiLyKaZtNF3Q2ro8gVCEQA.jpg,Drama,Burnt by the Sun (Utomlyonnye solntsem) (1994)
214,19155,/aIll5MvOZmUCmiwuGWMlaHRj2gj.jpg,Drama|War,Before the Rain (Pred dozhdot) (1994)
215,76,/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg,Drama|Romance,Before Sunrise (1995)
216,11017,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,Comedy,Billy Madison (1995)
217,37141,/wOv6HKiKTcDiyZRXPOsjm2JhVZV.jpg,Drama|Thriller,"Babysitter, The (1995)"
218,9382,/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg,Comedy|Drama,Boys on the Side (1995)
219,6715,/keUrRrUsmALR7kOTSdrOIDcO67z.jpg,Drama,"Cure, The (1995)"
220,18256,/eeO3BIHJoI3sabtkqfYOStdbOwm.jpg,Horror,Castle Freak (1995)
222,22625,/6T3hCdOWU49Y0hmuzceARU5yS5x.jpg,Drama|Romance,Circle of Friends (1995)
223,2292,/2lsf4xFATrYQTr0KhB2FqmuB1Em.jpg,Comedy,Clerks (1994)
224,1909,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,Comedy|Drama|Romance,Don Juan DeMarco (1995)
225,8984,/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,Drama|Thriller,Disclosure (1994)
227,4954,/bbveyfmq6pGrzKL0l4waeA2WHHp.jpg,Action|Thriller,Drop Zone (1994)
228,62488,/jN26Tc7aMt6oY9WbcMULi7oNGH1.jpg,Comedy,Destiny Turns on the Radio (1995)
229,10531,/3p1K153ZbRV7FNyi4DNnzHfxJZa.jpg,Drama|Thriller,Death and the Maiden (1994)
230,11929,/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg,Drama|Thriller,Dolores Claiborne (1995)
231,8467,/3PEAkZHa8ehfUkuKbzmQNRTTAAs.jpg,Adventure|Comedy,Dumb & Dumber (Dumb and Dumber) (1994)
232,10451,/jGjSu9zlR2I8t6OE54uxSJ7M25p.jpg,Comedy|Drama|Romance,Eat Drink Man Woman (Yin shi nan nu) (1994)
233,20156,/ays6xwNBACFV2tO7TYNqvcFOZLO.jpg,Drama,Exotica (1994)
234,18395,/9oIEKFVPhgVEzbcbRPDXCdkUgRN.jpg,Comedy,Exit to Eden (1994)
235,522,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,Comedy|Drama,Ed Wood (1994)
236,397,/bZqvonwVru1XtnniQZgZRa3Znyk.jpg,Action|Comedy|Romance,French Kiss (1995)
237,10525,/l8lq77bNqJY94JCMPI731jwtDsE.jpg,Comedy|Romance,Forget Paris (1995)
238,27985,/oDufYQrDhdAsJlwQUnjY9wHRWgL.jpg,Adventure|Children,Far From Home: The Adventures of Yellow Dog (1995)
239,15789,/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,Animation|Children|Comedy|Romance,"Goofy Movie, A (1995)"
240,27303,/oVaurD05v55CklwT62uZwENXDw1.jpg,Thriller,Hideaway (1995)
241,21183,/k7BHqoTWJPpoSpfCzzUjAduuIbX.jpg,Children|Drama,Fluke (1995)
242,10954,/mF1PyZIJ2l3B3d2S41LrqjPL5Sc.jpg,Drama|Musical,Farinelli: il castrato (1994)
243,47867,/xKGu7MQz9lxK3JGDFqQxxzMyfGH.jpg,Children|Comedy|Fantasy,Gordy (1995)
246,14275,/g5yIxuzZ3LFRxDa8SBQybJJhXng.jpg,Documentary,Hoop Dreams (1994)
247,1024,/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg,Crime|Drama,Heavenly Creatures (1994)
248,17207,/hJ1t3dz51ZirOZVzse9LpmW5Mnw.jpg,Comedy,Houseguest (1994)
249,13701,/meRFVzGpBJiObWfdtOoNr0UPsP4.jpg,Drama|Romance,Immortal Beloved (1994)
250,14819,/j6bhaWGuhL5nyRK0FdpnRIBDlp3.jpg,Children|Comedy,Heavyweights (Heavy Weights) (1995)
251,32631,/luCVuKiRBcQjr9MuY9mRCTehjpY.jpg,Action,"Hunted, The (1995)"
252,11777,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,Comedy|Romance,I.Q. (1994)
253,628,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,Drama|Horror,Interview with the Vampire: The Vampire Chronicles (1994)
254,87729,/qKr3Mgo1HB3HkGTAVoVEpOSWlp2.jpg,Drama,Jefferson in Paris (1995)
255,18713,/lXu3oa1mQzI2sDsFcKuyJYLziLK.jpg,Comedy,"Jerky Boys, The (1995)"
256,6280,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,Comedy|Sci-Fi,Junior (1994)
257,9061,/tPQ8kT5HVxfyKXVeoiC6NkF5gsu.jpg,Mystery|Thriller,Just Cause (1995)
258,37108,/iklPPdF1TQFPmRyVu0SH0yF1gdt.jpg,Adventure|Children|Comedy|Fantasy|Romance,"Kid in King Arthur's Court, A (1995)"
259,6071,/uQjFpAEF6GUIKW46sbndWtsEQSl.jpg,Crime|Drama|Thriller,Kiss of Death (1995)
260,11,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,Action|Adventure|Sci-Fi,Star Wars: Episode IV - A New Hope (1977)
261,9587,/tD9YDE8pjtSvvKUpkmooE6YDSm8.jpg,Drama,Little Women (1994)
262,19101,/a7LslH4Ofdvi1oam9Bbhb2UyMR2.jpg,Children|Drama,"Little Princess, A (1995)"
263,49980,/q7qrX7F3bvZxYFYLnoq5TluVmBQ.jpg,Drama,Ladybird Ladybird (1994)
265,18183,/vrZFIMZ7Eb5gCalr0NZDt0bZIL9.jpg,Drama|Fantasy|Romance,Like Water for Chocolate (Como agua para chocolate) (1992)
266,4476,/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,Drama|Romance|War|Western,Legends of the Fall (1994)
267,11008,/tCgBOpglqgg478AIy9wYfZ7choY.jpg,Comedy,Major Payne (1995)
269,32325,/eS2A7FoPIKNO5sbttdorgMthGcf.jpg,Drama,My Crazy Life (Mi vida loca) (1993)
270,43742,/mQMCPf0GUaOjKYFTdmL8w8udnJX.jpg,Drama|Romance,Love Affair (1994)
271,28313,/h0IjNfD1D7WVR70JpvMMWhNVx4N.jpg,Drama,Losing Isaiah (1995)
